payment_attempt_id,customer_id,amount,currency,status,created_at
pay_004977,cust_0295,240.10,USD,failed,2026-01-11T08:24:44Z
pay_001971,cust_0288,105.28,USD,succeeded,2026-01-18T03:44:57Z
pay_003162,cust_0055,327.20,GBP,succeeded,2026-01-01T11:40:08Z
pay_000328,cust_0112,74.31,USD,failed,2026-01-03T13:58:55Z
pay_001155,cust_0351,334.43,EUR,succeeded,2026-01-20T18:39:54Z
pay_006009,cust_0170,-384.93,USD,succeeded,2026-01-07T04:20:01Z
pay_003099,cust_0064,162.35,USD,succeeded,2026-01-20T07:02:09Z
pay_001976,cust_0076,437.93,USD,succeeded,2026-01-05T01:54:00Z
pay_004075,cust_0339,205.33,USD,succeeded,2026-01-20T18:03:58Z
pay_002519,cust_0340,110.99,USD,succeeded,2026-01-16T20:08:07Z
pay_003672,cust_0295,250.17,USD,succeeded,2026-01-26T22:05:36Z
pay_002825,cust_0099,262.53,USD,pending,2026-01-28T14:13:15Z
pay_001509,cust_0220,441.29,EUR,failed,2026-01-17T11:06:41Z
pay_002569,cust_0087,324.28,USD,failed,2026-01-08T07:07:32Z
pay_005942,cust_0341,472.12,EUR,succeeded,2026-01-02T02:39:33Z
pay_000374,cust_0049,397.94,USD,succeeded,2026-01-15T02:14:43Z
pay_003393,cust_0157,283.03,USD,succeeded,2026-01-25T02:36:42Z
pay_000645,cust_0161,288.99,USD,succeeded,2026-01-12T06:55:25Z
pay_001524,cust_0055,362.60,USD,succeeded,2026-01-01T00:19:21Z
pay_004346,cust_0070,23.49,GBP,succeeded,2026-01-28T08:27:02Z
pay_005381,cust_0272,30.80,GBP,failed,2026-01-16T21:00:45Z
pay_001445,cust_0223,464.86,USD,succeeded,2026-01-23T13:57:44Z
pay_004511,cust_0037,448.28,GBP,pending,2026-01-29T05:04:39Z
pay_001576,cust_0254,408.72,USD,succeeded,2026-01-06T20:44:26Z
pay_004809,cust_0161,51.60,USD,failed,2026-01-10T23:37:21Z
pay_002144,cust_0083,471.04,USD,failed,2026-01-11T01:40:29Z
pay_003436,cust_0115,252.75,USD,succeeded,2026-01-02T17:22:05Z
pay_002316,cust_0308,200.76,EUR,succeeded,2026-01-01T16:21:08Z
pay_003537,cust_0032,269.32,USD,succeeded,2026-01-02T16:39:10Z
pay_003932,cust_0359,241.52,USD,succeeded,2026-01-14T06:15:31Z
pay_005551,cust_0155,400.97,USD,succeeded,2026-01-20T22:24:18Z
pay_000837,cust_0106,196.86,GBP,succeeded,2026-01-24T04:13:02Z
pay_003948,cust_0114,348.94,USD,failed,2026-01-13T00:46:27Z
pay_005999,cust_0308,175.97,USD,failed,2026-01-26T14:13:35Z
pay_003915,cust_0129,453.32,EUR,succeeded,2026-01-13T22:36:10Z
pay_002066,cust_0169,465.29,USD,succeeded,2026-01-18T12:24:02Z
pay_000736,cust_0154,160.88,EUR,succeeded,2026-01-08T10:02:50Z
pay_000792,cust_0397,87.41,USD,succeeded,2026-01-27T01:59:09Z
pay_001382,cust_0143,26.75,GBP,succeeded,2026-01-21T14:58:03Z
pay_004050,cust_0209,175.65,EUR,succeeded,2026-01-06T21:28:53Z
pay_003054,cust_0311,321.25,EUR,pending,2026-01-17T07:13:59Z
pay_001024,cust_0274,76.14,USD,succeeded,2026-01-19T10:14:45Z
pay_004469,cust_0233,59.75,USD,succeeded,2026-01-23T08:58:42Z
pay_001970,cust_0300,314.13,USD,succeeded,2026-01-24T09:16:30Z
pay_005608,cust_0341,114.82,EUR,succeeded,2026-01-18T12:37:56Z
pay_005047,cust_0361,27.51,USD,succeeded,2026-01-17T04:39:48Z
pay_002671,cust_0183,92.32,EUR,succeeded,2026-01-26T19:51:14Z
pay_005135,cust_0206,18.63,EUR,succeeded,2026-01-27T13:45:25Z
pay_001549,cust_0350,69.50,USD,failed,2026-01-18T13:09:27Z
pay_004699,cust_0317,41.51,EUR,succeeded,2026-01-20T02:09:34Z
pay_000418,cust_0151,302.11,USD,succeeded,2026-01-27T00:56:13Z
pay_003024,cust_0055,476.69,USD,succeeded,2026-01-11T23:00:02Z
pay_000641,cust_0015,38.44,EUR,succeeded,2026-01-16T08:01:25Z
pay_003120,cust_0315,208.18,USD,succeeded,2026-01-14T15:52:01Z
pay_003181,cust_0302,394.15,USD,failed,2026-01-17T20:02:13Z
pay_003776,cust_0388,67.48,USD,failed,2026-01-04T06:40:21Z
pay_000412,cust_0193,275.79,GBP,failed,2026-01-06T03:23:23Z
pay_005085,cust_0017,356.28,USD,succeeded,2026-01-31T00:33:47Z
pay_003718,cust_0347,175.75,EUR,succeeded,2026-01-05T21:16:31Z
pay_001787,cust_0050,243.33,USD,succeeded,2026-01-27T02:12:57Z
pay_004276,cust_0261,486.07,USD,succeeded,2026-01-18T11:14:04Z
pay_000685,cust_0389,146.95,USD,succeeded,2026-01-28T17:54:38Z
pay_000134,cust_0316,433.33,USD,succeeded,2026-01-14T11:55:17Z
pay_003997,cust_0280,363.03,USD,succeeded,2026-01-28T14:13:36Z
pay_003441,cust_0246,426.55,USD,succeeded,2026-01-11T10:27:06Z
pay_004296,cust_0138,464.90,USD,failed,2026-01-24T02:19:01Z
pay_003075,cust_0047,46.60,USD,succeeded,2026-01-25T18:11:34Z
pay_001716,cust_0296,323.61,GBP,succeeded,2026-01-01T00:10:09Z
pay_004145,cust_0375,53.05,EUR,succeeded,2026-01-24T17:01:21Z
pay_001558,cust_0086,483.91,USD,succeeded,2026-01-20T20:36:49Z
pay_001616,cust_0381,32.72,USD,succeeded,2026-01-07T20:21:47Z
pay_001329,cust_0239,215.92,USD,succeeded,2026-01-17T14:53:22Z
pay_000725,cust_0363,136.58,USD,failed,2026-01-02T02:33:45Z
pay_000776,cust_0081,268.82,EUR,succeeded,2026-01-11T06:42:14Z
pay_005407,cust_0007,498.04,USD,succeeded,2026-01-07T08:45:39Z
pay_002827,cust_0079,163.59,EUR,succeeded,2026-01-22T03:38:20Z
pay_004176,cust_0323,412.93,EUR,succeeded,2026-01-10T10:49:55Z
pay_000377,cust_0034,224.50,USD,failed,2026-01-07T12:04:16Z
pay_002005,cust_0159,147.10,USD,succeeded,2026-01-02T20:34:20Z
pay_004651,cust_0308,94.67,USD,succeeded,2026-01-12T06:52:56Z
pay_003302,cust_0031,142.98,GBP,succeeded,2026-01-09T23:50:30Z
pay_000863,cust_0112,292.48,EUR,succeeded,2026-01-27T00:00:24Z
pay_006047,cust_0229,362.86,ZZZ,succeeded,2026-01-03T04:42:38Z
pay_005052,cust_0345,242.49,EUR,succeeded,2026-01-30T20:40:19Z
pay_003831,cust_0008,28.19,USD,failed,2026-01-11T02:35:41Z
pay_005178,cust_0239,232.45,EUR,failed,2026-01-11T04:01:49Z
pay_003309,cust_0258,443.74,USD,succeeded,2026-01-03T14:24:47Z
pay_004938,cust_0352,252.11,GBP,succeeded,2026-01-03T14:38:25Z
pay_005027,cust_0250,269.31,GBP,succeeded,2026-01-10T13:37:13Z
pay_006027,cust_0197,0.00,EUR,succeeded,2026-01-05T05:55:15Z
pay_001348,cust_0328,89.85,EUR,succeeded,2026-01-29T06:28:03Z
pay_003308,cust_0357,189.60,USD,succeeded,2026-01-29T04:45:23Z
pay_000340,cust_0275,318.98,EUR,succeeded,2026-01-11T23:24:59Z
pay_002342,cust_0236,476.43,USD,succeeded,2026-01-24T12:17:56Z
pay_000247,cust_0016,496.33,USD,succeeded,2026-01-21T12:57:16Z
pay_005203,cust_0245,491.55,USD,failed,2026-01-26T21:40:04Z
pay_002212,cust_0308,430.66,USD,succeeded,2026-01-25T19:24:41Z
pay_002218,cust_0001,280.10,USD,succeeded,2026-01-03T22:19:22Z
pay_005508,cust_0100,331.82,EUR,succeeded,2026-01-05T00:56:20Z
pay_003361,cust_0350,101.51,USD,succeeded,2026-01-11T10:08:44Z
pay_004297,cust_0227,474.41,GBP,succeeded,2026-01-01T02:48:02Z
pay_001753,cust_0348,299.03,GBP,failed,2026-01-25T21:13:55Z
pay_001990,cust_0324,239.36,GBP,succeeded,2026-01-15T19:51:51Z
pay_004186,cust_0362,296.69,EUR,succeeded,2026-01-17T11:28:06Z
pay_002050,cust_0019,367.29,USD,succeeded,2026-01-20T14:25:32Z
pay_002070,cust_0043,267.15,USD,failed,2026-01-07T11:28:51Z
pay_003167,cust_0297,242.27,USD,succeeded,2026-01-23T16:21:45Z
pay_000701,cust_0200,468.43,USD,pending,2026-01-22T01:32:09Z
pay_000288,cust_0059,231.64,USD,succeeded,2026-01-12T10:49:46Z
pay_004194,cust_0071,297.83,USD,succeeded,2026-01-30T11:04:30Z
pay_004112,cust_0152,479.50,USD,failed,2026-01-16T19:21:47Z
pay_003871,cust_0284,91.98,USD,succeeded,2026-01-08T15:28:03Z
pay_005485,cust_0278,356.49,USD,succeeded,2026-01-21T14:03:40Z
pay_005201,cust_0081,124.97,EUR,succeeded,2026-01-19T23:34:13Z
pay_001846,cust_0126,162.84,USD,failed,2026-01-17T03:48:01Z
pay_003639,cust_0296,492.99,EUR,succeeded,2026-01-08T02:54:17Z
pay_000090,cust_0035,330.27,USD,succeeded,2026-01-12T21:11:11Z
pay_001999,cust_0089,419.74,USD,failed,2026-01-21T09:58:02Z
pay_004054,cust_0400,65.10,USD,succeeded,2026-01-14T06:17:11Z
pay_000447,cust_0124,225.82,GBP,succeeded,2026-01-12T17:16:44Z
pay_000763,cust_0340,183.31,USD,failed,2026-01-28T10:38:57Z
pay_004619,cust_0072,217.40,USD,succeeded,2026-01-05T20:49:43Z
pay_005417,cust_0283,365.79,USD,succeeded,2026-01-01T14:49:34Z
pay_000386,cust_0016,144.06,EUR,failed,2026-01-29T17:10:24Z
pay_005890,cust_0352,197.49,EUR,succeeded,2026-01-12T16:27:07Z
pay_001233,cust_0094,6.03,USD,failed,2026-01-27T02:27:35Z
pay_001847,cust_0028,354.22,EUR,failed,2026-01-12T10:11:11Z
pay_000218,cust_0165,235.79,EUR,succeeded,2026-01-25T11:13:45Z
pay_003852,cust_0214,10.09,EUR,succeeded,2026-01-14T13:44:06Z
pay_003523,cust_0384,63.78,USD,failed,2026-01-10T04:42:27Z
pay_004861,cust_0012,383.24,USD,succeeded,2026-01-25T21:02:53Z
pay_001117,cust_0194,287.34,USD,failed,2026-01-31T00:50:10Z
pay_005528,cust_0044,488.67,USD,succeeded,2026-01-19T09:31:40Z
pay_001039,cust_0124,54.06,USD,succeeded,2026-01-17T00:30:32Z
pay_005242,cust_0276,144.12,GBP,succeeded,2026-01-20T14:13:34Z
pay_004501,cust_0324,126.81,USD,succeeded,2026-01-14T17:42:19Z
pay_003519,cust_0135,197.78,GBP,succeeded,2026-01-18T04:51:46Z
pay_002851,cust_0388,490.56,EUR,failed,2026-01-01T12:32:58Z
pay_004678,cust_0033,281.75,USD,succeeded,2026-01-14T12:54:05Z
pay_000322,cust_0068,341.59,USD,succeeded,2026-01-19T12:30:32Z
pay_000654,cust_0062,161.25,USD,succeeded,2026-01-23T07:40:23Z
pay_000490,cust_0102,135.18,USD,succeeded,2026-01-20T07:20:33Z
pay_001025,cust_0191,173.45,GBP,succeeded,2026-01-25T03:43:44Z
pay_003245,cust_0043,256.22,USD,succeeded,2026-01-04T21:52:57Z
pay_000816,cust_0219,133.53,USD,failed,2026-01-20T22:41:29Z
pay_004656,cust_0187,397.34,EUR,succeeded,2026-01-08T00:54:21Z
pay_000339,cust_0043,460.86,GBP,succeeded,2026-01-10T05:39:25Z
pay_001391,cust_0104,322.81,USD,succeeded,2026-01-05T21:46:30Z
pay_004183,cust_0249,56.72,GBP,succeeded,2026-01-21T21:22:29Z
pay_000950,cust_0081,259.88,USD,succeeded,2026-01-26T08:34:01Z
pay_000116,cust_0014,187.61,EUR,succeeded,2026-01-12T20:05:05Z
pay_004966,cust_0288,441.94,GBP,succeeded,2026-01-08T14:53:07Z
pay_000016,cust_0259,397.58,USD,succeeded,2026-01-20T23:50:14Z
pay_004617,cust_0325,48.82,EUR,succeeded,2026-01-15T14:20:30Z
pay_002563,cust_0087,112.87,USD,succeeded,2026-01-26T09:58:52Z
pay_001414,cust_0358,134.36,USD,succeeded,2026-01-22T05:21:55Z
pay_000321,cust_0220,52.12,USD,succeeded,2026-01-21T02:50:15Z
pay_006026,cust_0008,0.00,USD,succeeded,2026-01-31T20:38:19Z
pay_000518,cust_0059,114.76,USD,failed,2026-01-04T23:04:15Z
pay_000191,cust_0289,338.02,USD,succeeded,2026-01-02T00:47:33Z
pay_003649,cust_0243,433.74,USD,succeeded,2026-01-10T08:51:36Z
pay_000857,cust_0281,194.99,USD,pending,2026-01-06T21:30:59Z
pay_002826,cust_0204,410.00,EUR,succeeded,2026-01-29T14:03:51Z
pay_005548,cust_0217,372.07,EUR,failed,2026-01-26T22:08:01Z
pay_005164,cust_0150,469.73,USD,succeeded,2026-01-24T00:29:15Z
pay_002426,cust_0391,235.15,GBP,succeeded,2026-01-14T05:22:28Z
pay_001534,cust_0068,397.39,USD,pending,2026-01-04T12:31:44Z
pay_003360,cust_0114,229.22,USD,succeeded,2026-01-29T14:34:28Z
pay_001687,cust_0153,126.40,EUR,succeeded,2026-01-07T13:45:59Z
pay_003834,cust_0169,49.90,USD,succeeded,2026-01-08T00:37:18Z
pay_001796,cust_0382,258.20,EUR,succeeded,2026-01-22T07:17:40Z
pay_003237,cust_0154,101.64,USD,succeeded,2026-01-30T06:26:23Z
pay_004376,cust_0046,251.07,USD,succeeded,2026-01-01T04:45:44Z
pay_003661,cust_0261,245.65,USD,succeeded,2026-01-30T05:46:02Z
pay_000442,cust_0380,434.26,EUR,failed,2026-01-16T18:45:37Z
pay_005562,cust_0371,141.12,GBP,succeeded,2026-01-23T19:21:53Z
pay_003861,cust_0306,476.01,EUR,succeeded,2026-01-28T11:26:32Z
pay_005076,cust_0339,58.66,USD,succeeded,2026-01-22T16:55:52Z
pay_002227,cust_0387,438.24,GBP,failed,2026-01-30T01:29:30Z
pay_002647,cust_0072,250.20,USD,succeeded,2026-01-08T07:21:50Z
pay_002678,cust_0395,323.05,USD,succeeded,2026-01-15T01:31:40Z
pay_003680,cust_0303,451.07,USD,failed,2026-01-17T07:29:01Z
pay_003433,cust_0125,429.57,USD,succeeded,2026-01-27T16:24:59Z
pay_000094,cust_0151,103.74,USD,succeeded,2026-01-07T11:17:22Z
pay_005125,cust_0368,113.15,USD,succeeded,2026-01-28T14:55:08Z
pay_001225,cust_0287,436.65,USD,failed,2026-01-17T23:10:22Z
pay_000667,cust_0333,489.79,USD,succeeded,2026-01-21T11:50:10Z
pay_004306,cust_0232,374.40,GBP,succeeded,2026-01-15T15:04:05Z
pay_002861,cust_0245,8.22,GBP,succeeded,2026-01-25T15:48:37Z
pay_005299,cust_0057,428.17,EUR,failed,2026-01-31T11:21:41Z
pay_001754,cust_0001,238.92,USD,failed,2026-01-16T00:37:59Z
pay_000802,cust_0148,449.78,GBP,succeeded,2026-01-21T00:07:43Z
pay_001447,cust_0341,318.61,USD,failed,2026-01-05T12:07:00Z
pay_001707,cust_0272,61.75,EUR,succeeded,2026-01-12T15:38:00Z
pay_000069,cust_0085,208.38,EUR,succeeded,2026-01-24T08:38:53Z
pay_000364,cust_0049,410.88,USD,succeeded,2026-01-17T20:40:25Z
pay_000383,cust_0270,402.07,EUR,succeeded,2026-01-08T13:55:34Z
pay_002920,cust_0399,190.39,USD,succeeded,2026-01-24T19:03:47Z
pay_000864,cust_0388,229.22,USD,succeeded,2026-01-05T22:24:44Z
pay_000184,cust_0113,80.83,EUR,succeeded,2026-01-31T22:03:15Z
pay_001515,cust_0098,8.61,USD,failed,2026-01-30T19:27:15Z
pay_005117,cust_0185,445.44,EUR,succeeded,2026-01-27T15:03:25Z
pay_000173,cust_0005,58.11,GBP,succeeded,2026-01-10T10:21:38Z
pay_005137,cust_0177,173.81,USD,succeeded,2026-01-21T14:15:52Z
pay_005978,cust_0278,42.31,EUR,succeeded,2026-01-23T09:20:40Z
pay_004222,cust_0007,320.80,EUR,failed,2026-01-19T17:19:01Z
pay_000180,cust_0386,154.46,EUR,pending,2026-01-09T00:24:58Z
pay_004248,cust_0320,18.35,USD,failed,2026-01-17T06:14:07Z
pay_002817,cust_0119,174.76,USD,succeeded,2026-01-13T05:04:17Z
pay_000646,cust_0256,369.04,GBP,succeeded,2026-01-24T07:31:42Z
pay_000743,cust_0214,435.54,USD,failed,2026-01-30T23:46:01Z
pay_001613,cust_0258,417.18,EUR,succeeded,2026-01-06T16:32:25Z
pay_001428,cust_0300,338.04,USD,succeeded,2026-01-08T02:13:22Z
pay_005971,cust_0034,378.49,EUR,failed,2026-01-05T15:22:17Z
pay_002597,cust_0246,100.77,GBP,succeeded,2026-01-03T06:02:30Z
pay_004655,cust_0334,133.48,EUR,succeeded,2026-01-23T16:25:43Z
pay_002299,cust_0230,472.40,USD,succeeded,2026-01-25T15:50:34Z
pay_004588,cust_0078,420.61,GBP,failed,2026-01-06T13:49:49Z
pay_005424,cust_0099,319.80,USD,succeeded,2026-01-15T09:52:02Z
pay_000225,cust_0236,179.33,USD,failed,2026-01-06T19:53:56Z
pay_003756,cust_0001,198.59,USD,pending,2026-01-05T12:37:16Z
pay_001411,cust_0395,177.55,EUR,failed,2026-01-30T23:07:08Z
pay_002936,cust_0046,58.22,EUR,succeeded,2026-01-11T07:21:55Z
pay_005923,cust_0321,363.39,USD,failed,2026-01-26T12:58:13Z
pay_002565,cust_0013,125.82,EUR,failed,2026-01-22T16:27:56Z
pay_004287,cust_0256,458.91,EUR,succeeded,2026-01-12T05:21:47Z
pay_002106,cust_0109,294.20,USD,succeeded,2026-01-19T18:31:02Z
pay_005858,cust_0307,250.35,GBP,succeeded,2026-01-07T23:55:05Z
pay_001772,cust_0129,145.22,GBP,succeeded,2026-01-05T20:24:58Z
pay_001235,cust_0194,417.67,USD,failed,2026-01-16T05:02:36Z
pay_002490,cust_0035,63.88,GBP,succeeded,2026-01-09T14:40:22Z
pay_004863,cust_0001,460.73,GBP,succeeded,2026-01-25T05:22:03Z
pay_000144,cust_0102,252.54,USD,succeeded,2026-01-20T04:59:21Z
pay_003171,cust_0121,56.09,GBP,succeeded,2026-01-08T23:31:21Z
pay_005762,cust_0005,298.90,GBP,failed,2026-01-27T16:16:31Z
pay_003307,cust_0113,359.89,USD,succeeded,2026-01-28T04:37:51Z
pay_001444,cust_0125,472.38,EUR,succeeded,2026-01-07T03:50:24Z
pay_000441,cust_0374,49.20,USD,succeeded,2026-01-14T14:49:28Z
pay_002044,cust_0218,435.81,USD,failed,2026-01-18T00:15:11Z
pay_005913,cust_0301,393.78,USD,failed,2026-01-11T18:53:01Z
pay_003683,cust_0129,9.17,USD,succeeded,2026-01-04T04:06:14Z
pay_004565,cust_0190,123.51,USD,succeeded,2026-01-08T23:53:20Z
pay_003868,cust_0238,444.07,USD,succeeded,2026-01-27T04:23:39Z
pay_001827,cust_0205,350.27,USD,succeeded,2026-01-20T17:08:52Z
pay_006032,cust_0066,0.00,USD,succeeded,2026-01-14T10:56:28Z
pay_001033,cust_0354,43.48,EUR,failed,2026-01-25T15:42:04Z
pay_002673,cust_0033,84.37,EUR,succeeded,2026-01-06T19:28:18Z
pay_004573,cust_0085,261.34,GBP,succeeded,2026-01-11T15:31:38Z
pay_001319,cust_0126,309.93,USD,succeeded,2026-01-30T19:29:44Z
pay_004925,cust_0045,48.62,USD,failed,2026-01-10T12:06:00Z
pay_001106,cust_0131,412.24,USD,succeeded,2026-01-10T07:39:35Z
pay_002243,cust_0374,130.49,EUR,failed,2026-01-15T12:31:35Z
pay_001986,cust_0100,167.58,GBP,succeeded,2026-01-01T09:14:20Z
pay_001268,cust_0276,408.95,USD,failed,2026-01-01T04:29:36Z
pay_002459,cust_0189,485.62,EUR,succeeded,2026-01-07T13:34:26Z
pay_000323,cust_0062,70.43,USD,succeeded,2026-01-28T13:56:49Z
pay_000895,cust_0027,240.73,USD,succeeded,2026-01-06T19:23:18Z
pay_000104,cust_0263,84.19,USD,failed,2026-01-26T22:07:15Z
pay_001167,cust_0388,404.88,USD,succeeded,2026-01-22T06:48:55Z
pay_002511,cust_0224,38.13,USD,succeeded,2026-01-18T13:01:16Z
pay_004303,cust_0124,19.19,USD,failed,2026-01-07T23:05:54Z
pay_000456,cust_0288,144.93,EUR,succeeded,2026-01-21T17:32:22Z
pay_005367,cust_0224,255.84,USD,succeeded,2026-01-20T22:46:48Z
pay_001701,cust_0099,345.09,GBP,succeeded,2026-01-09T10:14:02Z
pay_004315,cust_0203,441.43,USD,succeeded,2026-01-30T13:43:20Z
pay_003992,cust_0294,341.47,USD,succeeded,2026-01-14T18:45:06Z
pay_000426,cust_0121,200.43,GBP,succeeded,2026-01-16T01:15:51Z
pay_004587,cust_0121,136.68,USD,succeeded,2026-01-07T13:20:56Z
pay_001315,cust_0174,230.82,USD,succeeded,2026-01-30T13:33:24Z
pay_000121,cust_0064,86.51,USD,succeeded,2026-01-17T08:12:32Z
pay_004668,cust_0242,451.04,USD,failed,2026-01-01T05:47:29Z
pay_003655,cust_0206,179.85,EUR,succeeded,2026-01-19T02:11:50Z
pay_000285,cust_0143,399.02,USD,succeeded,2026-01-25T19:32:51Z
pay_004056,cust_0049,266.30,USD,succeeded,2026-01-11T21:49:36Z
pay_003969,cust_0353,260.28,EUR,succeeded,2026-01-15T09:41:34Z
pay_001450,cust_0288,405.18,USD,failed,2026-01-31T04:12:43Z
pay_002933,cust_0296,61.03,USD,failed,2026-01-03T17:37:51Z
pay_004394,cust_0352,54.69,USD,succeeded,2026-01-09T20:30:39Z
pay_002950,cust_0365,93.00,USD,succeeded,2026-01-27T22:22:08Z
pay_002530,cust_0175,304.62,GBP,failed,2026-01-10T17:06:32Z
pay_000262,cust_0154,349.17,USD,succeeded,2026-01-11T06:28:03Z
pay_001947,cust_0143,352.93,USD,succeeded,2026-01-16T13:55:23Z
pay_004959,cust_0046,434.73,USD,failed,2026-01-04T00:19:55Z
pay_003080,cust_0298,216.44,USD,succeeded,2026-01-14T20:05:31Z
pay_005238,cust_0040,111.81,GBP,succeeded,2026-01-10T00:52:22Z
pay_001636,cust_0144,49.17,USD,succeeded,2026-01-19T16:46:30Z
pay_004820,cust_0197,94.71,USD,succeeded,2026-01-11T06:23:13Z
pay_002860,cust_0261,25.08,USD,succeeded,2026-01-09T05:58:47Z
pay_004874,cust_0254,483.26,GBP,failed,2026-01-09T22:19:43Z
pay_003338,cust_0170,295.48,GBP,succeeded,2026-01-26T09:46:00Z
pay_005063,cust_0076,311.25,USD,succeeded,2026-01-27T11:35:42Z
pay_002710,cust_0371,435.06,USD,failed,2026-01-21T14:58:07Z
pay_001361,cust_0049,26.61,GBP,succeeded,2026-01-13T05:45:00Z
pay_000877,cust_0375,138.28,GBP,succeeded,2026-01-08T20:59:03Z
pay_002118,cust_0091,136.55,USD,pending,2026-01-02T06:55:05Z
pay_000798,cust_0325,355.10,EUR,succeeded,2026-01-12T18:37:45Z
pay_005955,cust_0330,273.31,GBP,failed,2026-01-03T04:47:50Z
pay_001413,cust_0125,407.50,EUR,succeeded,2026-01-16T01:01:43Z
pay_002086,cust_0099,231.60,EUR,failed,2026-01-28T08:42:47Z
pay_004929,cust_0380,276.77,EUR,succeeded,2026-01-14T11:23:27Z
pay_000591,cust_0388,83.82,USD,succeeded,2026-01-17T20:36:02Z
pay_000219,cust_0134,251.15,USD,succeeded,2026-01-12T17:05:37Z
pay_004625,cust_0383,213.98,USD,succeeded,2026-01-10T14:51:42Z
pay_003462,cust_0025,281.75,GBP,succeeded,2026-01-06T15:22:08Z
pay_004615,cust_0034,471.95,EUR,succeeded,2026-01-11T22:45:19Z
pay_000657,cust_0095,212.45,EUR,succeeded,2026-01-16T13:17:31Z
pay_000692,cust_0234,351.73,USD,succeeded,2026-01-20T11:40:27Z
pay_000462,cust_0363,174.87,EUR,failed,2026-01-19T19:27:55Z
pay_000975,cust_0172,326.27,EUR,succeeded,2026-01-08T21:07:17Z
pay_003859,cust_0004,345.22,GBP,failed,2026-01-12T21:59:25Z
pay_000909,cust_0394,335.45,EUR,succeeded,2026-01-14T09:22:09Z
pay_002295,cust_0252,25.59,USD,failed,2026-01-07T17:29:30Z
pay_002280,cust_0359,403.43,USD,succeeded,2026-01-31T17:16:21Z
pay_000133,cust_0063,74.73,USD,succeeded,2026-01-09T13:59:11Z
pay_000815,cust_0248,467.28,GBP,succeeded,2026-01-24T10:27:22Z
pay_005510,cust_0133,186.01,USD,succeeded,2026-01-14T05:00:03Z
pay_002072,cust_0181,497.93,USD,succeeded,2026-01-19T10:20:09Z
pay_002325,cust_0393,363.83,USD,failed,2026-01-07T00:31:02Z
pay_000727,cust_0273,265.47,USD,succeeded,2026-01-13T22:46:02Z
pay_000894,cust_0296,31.89,USD,failed,2026-01-24T04:13:23Z
pay_001003,cust_0342,359.40,USD,succeeded,2026-01-12T14:03:28Z
pay_004377,cust_0195,87.19,EUR,succeeded,2026-01-02T00:08:53Z
pay_005437,cust_0230,115.63,EUR,failed,2026-01-19T12:03:51Z
pay_001290,cust_0018,424.61,USD,succeeded,2026-01-13T04:38:36Z
pay_003938,cust_0388,226.37,USD,pending,2026-01-29T06:52:13Z
pay_006021,cust_0050,0.00,USD,succeeded,2026-01-30T15:32:58Z
pay_005263,cust_0347,250.09,USD,succeeded,2026-01-07T03:56:30Z
pay_003925,cust_0359,59.18,USD,succeeded,2026-01-30T00:16:13Z
pay_000265,cust_0289,275.09,EUR,succeeded,2026-01-07T20:01:42Z
pay_003401,cust_0165,182.09,USD,succeeded,2026-01-15T17:22:22Z
pay_004523,cust_0092,371.15,EUR,failed,2026-01-20T22:21:03Z
pay_004042,cust_0262,179.38,EUR,succeeded,2026-01-18T16:26:54Z
pay_001413,cust_0125,407.50,EUR,succeeded,2026-01-16T01:01:43Z
pay_004086,cust_0400,349.06,GBP,succeeded,2026-01-12T06:03:38Z
pay_000673,cust_0383,227.89,USD,succeeded,2026-01-19T00:50:27Z
pay_005093,cust_0363,397.37,USD,succeeded,2026-01-17T05:09:15Z
pay_005042,cust_0331,247.00,USD,succeeded,2026-01-09T21:45:00Z
pay_000357,cust_0125,486.07,GBP,succeeded,2026-01-15T07:06:54Z
pay_002802,cust_0132,355.89,USD,succeeded,2026-01-19T08:04:42Z
pay_004473,cust_0114,398.44,EUR,succeeded,2026-01-22T10:35:57Z
pay_004438,cust_0140,376.90,USD,succeeded,2026-01-03T22:02:23Z
pay_004251,cust_0230,278.33,EUR,succeeded,2026-01-02T16:15:40Z
pay_002856,cust_0038,12.39,USD,failed,2026-01-30T15:30:30Z
pay_000025,cust_0059,116.95,USD,succeeded,2026-01-25T20:25:26Z
pay_005766,cust_0293,259.85,USD,failed,2026-01-31T09:52:42Z
pay_001859,cust_0218,385.66,USD,succeeded,2026-01-19T13:52:56Z
pay_005224,cust_0140,325.58,EUR,succeeded,2026-01-05T10:53:30Z
pay_002528,cust_0308,283.03,EUR,succeeded,2026-01-01T05:17:59Z
pay_006024,cust_0349,0.00,GBP,succeeded,2026-01-29T18:49:30Z
pay_002420,cust_0399,115.55,USD,succeeded,2026-01-02T12:58:03Z
pay_002541,cust_0307,172.00,GBP,succeeded,2026-01-26T18:05:36Z
pay_004851,cust_0166,324.63,EUR,failed,2026-01-25T14:52:26Z
pay_000009,cust_0027,265.41,EUR,failed,2026-01-05T17:20:22Z
pay_003890,cust_0302,375.71,USD,succeeded,2026-01-16T00:51:06Z
pay_000543,cust_0116,356.22,USD,succeeded,2026-01-30T21:25:20Z
pay_005688,cust_0141,213.32,USD,succeeded,2026-01-21T07:52:18Z
pay_003942,cust_0088,24.68,USD,succeeded,2026-01-27T00:00:32Z
pay_000954,cust_0224,306.67,USD,succeeded,2026-01-05T13:35:53Z
pay_001621,cust_0006,97.93,USD,failed,2026-01-25T01:10:42Z
