subscription_event_id,customer_id,subscription_id,event_type,plan,created_at
subevt_002207,cust_0091,sub_00961,start,basic,2026-01-18T10:42:19Z
subevt_000085,cust_0255,sub_00032,cancel,enterprise,2026-01-28T23:41:09Z
subevt_001782,cust_0138,sub_00776,renew,pro,2026-01-28T00:03:08Z
subevt_002382,cust_0358,sub_01038,cancel,pro,2026-01-15T21:41:27Z
subevt_001703,cust_0069,sub_00739,start,pro,2026-01-16T02:40:31Z
subevt_001617,cust_0270,sub_00702,cancel,enterprise,2026-01-17T12:44:24Z
subevt_001488,cust_0194,sub_00645,start,pro,2026-01-08T21:41:50Z
subevt_001822,cust_0147,sub_00794,start,pro,2026-01-15T00:13:13Z
subevt_000947,cust_0268,sub_00408,renew,pro,2026-01-28T16:26:59Z
subevt_001486,cust_0169,sub_00644,start,basic,2026-01-26T00:02:18Z
subevt_001748,cust_0269,sub_00761,start,enterprise,2026-01-12T16:35:08Z
subevt_001869,cust_0124,sub_00812,start,pro,2026-01-28T07:38:06Z
subevt_001832,cust_0332,sub_00800,start,basic,2026-01-10T02:47:14Z
subevt_001662,cust_0248,sub_00720,start,basic,2026-01-20T23:14:35Z
subevt_001601,cust_0007,sub_00695,renew,enterprise,2026-01-31T02:52:44Z
subevt_001913,cust_0206,sub_00832,renew,basic,2026-01-26T02:18:17Z
subevt_001408,cust_0111,sub_00611,start,enterprise,2026-01-21T06:18:40Z
subevt_001927,cust_0314,sub_00838,start,enterprise,2026-01-31T01:25:00Z
subevt_002286,cust_0243,sub_00996,cancel,pro,2026-01-20T17:09:07Z
subevt_000773,cust_0294,sub_00330,renew,basic,2026-01-08T18:01:34Z
subevt_002339,cust_0368,sub_01018,renew,basic,2026-01-21T22:28:34Z
subevt_001676,cust_0094,sub_00725,renew,basic,2026-01-23T04:10:50Z
subevt_001337,cust_0238,sub_00578,renew,enterprise,2026-01-21T10:40:50Z
subevt_000806,cust_0231,sub_00345,renew,basic,2026-01-31T12:03:58Z
subevt_001954,cust_0291,sub_00849,renew,basic,2026-01-27T05:53:27Z
subevt_002188,cust_0182,sub_00952,renew,basic,2026-01-31T20:28:48Z
subevt_001762,cust_0168,sub_00766,renew,enterprise,2026-01-31T21:41:32Z
subevt_001843,cust_0320,sub_00802,cancel,basic,2026-01-31T08:07:55Z
subevt_000617,cust_0164,sub_00261,cancel,pro,2026-01-29T16:00:20Z
subevt_001495,cust_0325,sub_00650,start,enterprise,2026-01-25T23:01:36Z
subevt_001298,cust_0263,sub_00559,renew,enterprise,2026-01-12T19:42:32Z
subevt_000808,cust_0165,sub_00346,start,enterprise,2026-01-04T19:43:13Z
subevt_001637,cust_0250,sub_00710,renew,pro,2026-01-15T15:14:22Z
subevt_000397,cust_0360,sub_00167,start,pro,2026-01-26T18:00:01Z
subevt_001490,cust_0353,sub_00646,start,pro,2026-01-09T00:36:50Z
subevt_000563,cust_0338,sub_00237,renew,basic,2026-01-17T00:52:58Z
subevt_001629,cust_0018,sub_00706,renew,basic,2026-01-31T01:05:49Z
subevt_001158,cust_0251,sub_00502,renew,basic,2026-01-31T08:11:28Z
subevt_001306,cust_0089,sub_00562,renew,enterprise,2026-01-20T02:36:27Z
subevt_000188,cust_0341,sub_00077,renew,pro,2026-01-15T20:32:01Z
subevt_000874,cust_0111,sub_00378,renew,enterprise,2026-01-11T23:15:13Z
subevt_000613,cust_0109,sub_00259,renew,pro,2026-01-31T03:53:33Z
subevt_000760,cust_0056,sub_00324,start,enterprise,2026-01-10T13:10:41Z
subevt_002384,cust_0036,sub_01039,cancel,pro,2026-01-19T22:02:18Z
subevt_001320,cust_0302,sub_00570,start,pro,2026-01-06T13:04:10Z
subevt_000393,cust_0142,sub_00164,cancel,pro,2026-01-08T08:49:34Z
subevt_000739,cust_0354,sub_00314,start,enterprise,2026-01-27T04:29:48Z
subevt_002206,cust_0181,sub_00960,start,basic,2026-01-29T22:04:53Z
subevt_001250,cust_0038,sub_00536,start,enterprise,2026-01-16T18:58:22Z
subevt_002307,cust_0374,sub_01006,renew,enterprise,2026-01-31T02:16:23Z
subevt_001129,cust_0050,sub_00489,renew,pro,2026-01-09T12:46:45Z
subevt_000735,cust_0111,sub_00312,renew,basic,2026-01-31T08:41:20Z
subevt_001584,cust_0276,sub_00688,cancel,basic,2026-01-13T00:54:11Z
subevt_001045,cust_0091,sub_00451,start,basic,2026-01-28T20:35:45Z
subevt_001436,cust_0148,sub_00623,renew,enterprise,2026-01-26T21:47:48Z
subevt_000545,cust_0153,sub_00230,start,basic,2026-01-31T15:33:56Z
subevt_001319,cust_0121,sub_00569,cancel,basic,2026-01-27T13:22:02Z
subevt_000287,cust_0285,sub_00121,renew,enterprise,2026-01-17T08:32:49Z
subevt_001858,cust_0163,sub_00807,renew,basic,2026-01-31T23:18:31Z
subevt_001625,cust_0292,sub_00705,renew,enterprise,2026-01-31T13:36:51Z
subevt_001970,cust_0400,sub_00856,start,basic,2026-01-14T06:48:32Z
subevt_002042,cust_0321,sub_00889,start,enterprise,2026-01-13T10:34:32Z
subevt_001225,cust_0285,sub_00526,renew,enterprise,2026-01-28T17:00:48Z
subevt_002390,cust_0185,sub_01042,cancel,pro,2026-01-18T04:35:08Z
subevt_001870,cust_0356,sub_00813,start,enterprise,2026-01-08T12:41:25Z
subevt_002046,cust_0120,sub_00890,renew,basic,2026-01-25T02:53:18Z
subevt_001097,cust_0346,sub_00473,start,pro,2026-01-12T15:28:22Z
subevt_001128,cust_0050,sub_00489,start,pro,2026-01-08T16:21:08Z
subevt_000870,cust_0151,sub_00376,renew,pro,2026-01-16T16:21:41Z
subevt_000664,cust_0291,sub_00282,renew,basic,2026-01-10T12:56:51Z
subevt_001922,cust_0148,sub_00836,start,basic,2026-01-10T09:10:12Z
subevt_001788,cust_0151,sub_00778,cancel,enterprise,2026-01-26T04:13:36Z
subevt_001220,cust_0348,sub_00525,start,pro,2026-01-29T02:29:42Z
subevt_002322,cust_0360,sub_01011,renew,enterprise,2026-01-31T23:09:57Z
subevt_001152,cust_0390,sub_00499,start,pro,2026-01-11T20:32:59Z
subevt_000126,cust_0191,sub_00049,start,basic,2026-01-20T08:26:33Z
subevt_001740,cust_0356,sub_00757,renew,enterprise,2026-01-23T12:05:33Z
subevt_002233,cust_0295,sub_00974,start,enterprise,2026-01-13T07:03:00Z
subevt_000514,cust_0013,sub_00215,start,pro,2026-01-06T18:35:15Z
subevt_000811,cust_0232,sub_00348,start,basic,2026-01-01T17:21:43Z
subevt_000196,cust_0246,sub_00081,renew,basic,2026-01-24T15:46:45Z
subevt_001110,cust_0027,sub_00479,renew,basic,2026-01-06T15:31:46Z
subevt_001428,cust_0195,sub_00620,start,basic,2026-01-02T19:41:33Z
subevt_000912,cust_0020,sub_00395,start,basic,2026-01-01T04:57:43Z
subevt_001924,cust_0148,sub_00836,cancel,basic,2026-01-22T11:27:19Z
subevt_001310,cust_0302,sub_00564,renew,pro,2026-01-02T11:04:08Z
subevt_000193,cust_0019,sub_00079,renew,basic,2026-01-05T11:02:23Z
subevt_000161,cust_0250,sub_00064,renew,pro,2026-01-21T07:49:28Z
subevt_001288,cust_0396,sub_00554,renew,pro,2026-01-26T09:08:20Z
subevt_000692,cust_0282,sub_00296,renew,enterprise,2026-01-30T21:49:38Z
subevt_001211,cust_0263,sub_00521,start,enterprise,2026-01-11T21:34:14Z
subevt_001799,cust_0346,sub_00784,start,basic,2026-01-02T15:12:11Z
subevt_001683,cust_0023,sub_00730,start,pro,2026-01-14T15:16:25Z
subevt_000780,cust_0268,sub_00334,start,enterprise,2026-01-30T16:53:45Z
subevt_001208,cust_0166,sub_00520,start,pro,2026-01-26T15:12:10Z
subevt_002226,cust_0219,sub_00970,start,pro,2026-01-17T22:38:05Z
subevt_000615,cust_0271,sub_00260,start,pro,2026-01-01T10:27:41Z
subevt_002367,cust_0234,sub_01031,start,pro,2026-01-21T15:33:45Z
subevt_001798,cust_0309,sub_00783,start,basic,2026-01-31T22:29:58Z
subevt_001777,cust_0316,sub_00775,start,basic,2026-01-11T12:31:08Z
subevt_001677,cust_0092,sub_00726,start,basic,2026-01-16T13:29:49Z
subevt_002230,cust_0112,sub_00972,start,enterprise,2026-01-27T12:00:07Z
subevt_000789,cust_0325,sub_00338,renew,enterprise,2026-01-31T10:26:55Z
subevt_000998,cust_0271,sub_00431,renew,enterprise,2026-01-21T19:58:03Z
subevt_002317,cust_0318,sub_01009,cancel,enterprise,2026-01-24T10:12:19Z
subevt_000190,cust_0025,sub_00078,renew,basic,2026-01-31T11:30:13Z
subevt_001365,cust_0387,sub_00590,cancel,enterprise,2026-01-26T07:38:11Z
subevt_001383,cust_0121,sub_00599,start,enterprise,2026-01-13T14:05:09Z
subevt_002261,cust_0327,sub_00986,renew,enterprise,2026-01-30T23:44:59Z
subevt_000293,cust_0024,sub_00124,start,basic,2026-01-31T17:32:49Z
subevt_002346,cust_0323,sub_01021,renew,basic,2026-01-12T23:44:52Z
subevt_001336,cust_0238,sub_00578,start,enterprise,2026-01-19T03:19:40Z
subevt_001911,cust_0019,sub_00831,renew,pro,2026-01-24T13:19:30Z
subevt_001399,cust_0196,sub_00608,start,basic,2026-01-08T16:20:29Z
subevt_000763,cust_0301,sub_00325,renew,enterprise,2026-01-28T16:28:13Z
subevt_001634,cust_0195,sub_00709,renew,enterprise,2026-01-26T05:07:39Z
subevt_002069,cust_0199,sub_00900,cancel,pro,2026-01-02T09:38:38Z
subevt_001736,cust_0399,sub_00756,start,enterprise,2026-01-29T04:37:11Z
subevt_001638,cust_0250,sub_00710,renew,pro,2026-01-17T03:19:48Z
subevt_002092,cust_0299,sub_00912,start,enterprise,2026-01-21T22:19:20Z
subevt_001797,cust_0028,sub_00782,renew,enterprise,2026-01-26T04:48:25Z
subevt_000674,cust_0102,sub_00287,start,basic,2026-01-04T14:59:17Z
subevt_000493,cust_0360,sub_00207,start,pro,2026-01-27T23:40:10Z
subevt_000023,cust_0179,sub_00009,renew,basic,2026-01-24T08:40:03Z
subevt_000183,cust_0361,sub_00074,start,pro,2026-01-24T19:36:39Z
subevt_000682,cust_0132,sub_00292,start,basic,2026-01-10T20:56:46Z
subevt_001068,cust_0104,sub_00460,start,pro,2026-01-19T23:00:06Z
subevt_001680,cust_0153,sub_00728,renew,pro,2026-01-10T22:47:54Z
subevt_002038,cust_0317,sub_00887,cancel,enterprise,2026-01-24T14:37:51Z
subevt_001163,cust_0304,sub_00504,start,basic,2026-01-23T02:22:21Z
subevt_000538,cust_0211,sub_00227,start,basic,2026-01-15T02:56:50Z
subevt_001541,cust_0388,sub_00668,renew,pro,2026-01-28T22:56:41Z
subevt_000359,cust_0026,sub_00151,cancel,basic,2026-01-12T00:17:22Z
subevt_000700,cust_0141,sub_00299,renew,enterprise,2026-01-12T22:50:05Z
subevt_002343,cust_0039,sub_01020,start,enterprise,2026-01-05T06:33:33Z
subevt_000535,cust_0314,sub_00225,start,basic,2026-01-02T20:39:23Z
subevt_001945,cust_0169,sub_00846,cancel,pro,2026-01-08T00:48:50Z
subevt_001146,cust_0183,sub_00496,renew,pro,2026-01-31T15:43:33Z
subevt_001296,cust_0142,sub_00558,renew,pro,2026-01-19T19:30:18Z
subevt_000027,cust_0390,sub_00011,start,basic,2026-01-04T15:46:14Z
subevt_001292,cust_0260,sub_00556,start,pro,2026-01-12T08:03:43Z
subevt_001034,cust_0086,sub_00446,start,basic,2026-01-14T07:57:38Z
subevt_000658,cust_0212,sub_00281,start,pro,2026-01-28T14:12:45Z
subevt_001222,cust_0348,sub_00525,renew,pro,2026-01-31T10:14:30Z
subevt_001730,cust_0278,sub_00753,start,basic,2026-01-29T15:26:27Z
subevt_002328,cust_0239,sub_01013,renew,basic,2026-01-13T16:36:22Z
subevt_001830,cust_0226,sub_00798,cancel,pro,2026-01-23T20:55:48Z
subevt_002371,cust_0153,sub_01033,start,pro,2026-01-08T20:09:13Z
subevt_000984,cust_0078,sub_00426,start,enterprise,2026-01-05T02:34:14Z
subevt_001526,cust_0169,sub_00662,renew,basic,2026-01-28T17:40:53Z
subevt_002239,cust_0023,sub_00976,renew,basic,2026-01-24T06:40:26Z
subevt_002003,cust_0261,sub_00871,start,enterprise,2026-01-06T12:34:27Z
subevt_001271,cust_0345,sub_00545,renew,basic,2026-01-15T18:08:32Z
subevt_000372,cust_0047,sub_00157,renew,basic,2026-01-17T02:23:18Z
subevt_001482,cust_0012,sub_00642,start,enterprise,2026-01-21T23:28:19Z
subevt_001780,cust_0316,sub_00775,cancel,basic,2026-01-22T19:55:27Z
subevt_000896,cust_0351,sub_00387,renew,basic,2026-01-30T00:04:16Z
subevt_000413,cust_0206,sub_00175,start,pro,2026-01-24T19:58:00Z
subevt_001261,cust_0291,sub_00541,renew,basic,2026-01-31T06:41:35Z
subevt_000716,cust_0287,sub_00305,renew,pro,2026-01-19T06:00:32Z
subevt_000117,cust_0128,sub_00045,renew,enterprise,2026-01-31T11:04:59Z
subevt_000495,cust_0360,sub_00207,renew,pro,2026-01-31T22:10:51Z
subevt_001017,cust_0193,sub_00440,start,enterprise,2026-01-23T09:31:05Z
subevt_001864,cust_0273,sub_00810,renew,pro,2026-01-31T15:25:03Z
subevt_000087,cust_0252,sub_00033,renew,basic,2026-01-26T03:41:08Z
subevt_002336,cust_0039,sub_01017,start,enterprise,2026-01-23T04:16:23Z
subevt_001916,cust_0108,sub_00833,renew,enterprise,2026-01-28T14:10:58Z
subevt_001115,cust_0082,sub_00483,start,pro,2026-01-11T02:03:50Z
subevt_001671,cust_0267,sub_00723,cancel,basic,2026-01-05T09:19:28Z
subevt_001092,cust_0062,sub_00470,start,enterprise,2026-01-19T05:52:50Z
subevt_000405,cust_0400,sub_00171,start,enterprise,2026-01-25T17:54:50Z
subevt_002123,cust_0092,sub_00924,start,basic,2026-01-18T06:33:51Z
subevt_000722,cust_0310,sub_00307,start,pro,2026-01-25T01:49:54Z
subevt_001647,cust_0339,sub_00713,renew,basic,2026-01-02T12:47:33Z
subevt_000329,cust_0107,sub_00140,renew,enterprise,2026-01-21T05:47:22Z
subevt_001920,cust_0002,sub_00835,start,pro,2026-01-20T04:34:45Z
subevt_000453,cust_0091,sub_00191,renew,enterprise,2026-01-21T08:05:04Z
subevt_001550,cust_0326,sub_00674,start,enterprise,2026-01-08T06:29:52Z
subevt_001160,cust_0270,sub_00503,start,pro,2026-01-01T03:48:30Z
subevt_000238,cust_0297,sub_00102,renew,basic,2026-01-30T17:59:53Z
subevt_000848,cust_0316,sub_00367,cancel,pro,2026-01-31T07:58:23Z
subevt_002164,cust_0191,sub_00941,renew,basic,2026-01-27T17:58:31Z
subevt_000569,cust_0245,sub_00240,renew,enterprise,2026-01-24T07:22:26Z
subevt_001487,cust_0169,sub_00644,cancel,basic,2026-01-31T09:56:05Z
subevt_000378,cust_0120,sub_00159,cancel,basic,2026-01-15T17:30:55Z
subevt_001431,cust_0131,sub_00621,start,enterprise,2026-01-06T19:23:33Z
subevt_001760,cust_0168,sub_00766,start,enterprise,2026-01-22T05:42:35Z
subevt_001635,cust_0195,sub_00709,renew,enterprise,2026-01-30T02:06:36Z
subevt_000846,cust_0146,sub_00366,renew,pro,2026-01-26T20:00:24Z
subevt_000886,cust_0361,sub_00384,start,enterprise,2026-01-03T22:39:19Z
subevt_000581,cust_0271,sub_00246,renew,enterprise,2026-01-08T15:25:24Z
subevt_000024,cust_0179,sub_00009,renew,basic,2026-01-29T15:23:07Z
subevt_001681,cust_0004,sub_00729,start,enterprise,2026-01-01T12:54:18Z
subevt_001088,cust_0049,sub_00468,renew,pro,2026-01-21T19:56:08Z
subevt_001814,cust_0269,sub_00791,renew,basic,2026-01-31T17:13:13Z
subevt_000507,cust_0065,sub_00211,cancel,pro,2026-01-22T06:50:51Z
subevt_000988,cust_0375,sub_00427,renew,pro,2026-01-13T13:35:23Z
subevt_000147,cust_0284,sub_00057,renew,basic,2026-01-31T12:53:33Z
subevt_001699,cust_0237,sub_00737,renew,basic,2026-01-24T21:00:25Z
subevt_001009,cust_0400,sub_00435,start,basic,2026-01-27T07:13:25Z
subevt_001183,cust_0251,sub_00510,renew,basic,2026-01-09T20:47:18Z
subevt_001094,cust_0011,sub_00471,start,pro,2026-01-13T03:25:39Z
subevt_001184,cust_0251,sub_00510,renew,basic,2026-01-10T11:53:10Z
subevt_000817,cust_0048,sub_00350,start,enterprise,2026-01-11T01:59:15Z
subevt_001026,cust_0317,sub_00443,cancel,enterprise,2026-01-25T07:44:14Z
subevt_000259,cust_0014,sub_00111,renew,enterprise,2026-01-16T21:31:31Z
subevt_001071,cust_0104,sub_00460,cancel,pro,2026-01-19T08:05:36Z
subevt_000073,cust_0382,sub_00027,renew,enterprise,2026-01-08T05:27:52Z
subevt_002004,cust_0261,sub_00871,renew,enterprise,2026-01-09T08:11:30Z
subevt_000574,cust_0236,sub_00243,renew,basic,2026-01-12T06:10:46Z
subevt_000798,cust_0334,sub_00342,renew,pro,2026-01-14T04:11:18Z
subevt_001524,cust_0169,sub_00662,start,basic,2026-01-26T21:06:31Z
subevt_002183,cust_0003,sub_00950,renew,enterprise,2026-01-07T14:44:46Z
subevt_001317,cust_0383,sub_00568,start,enterprise,2026-01-07T22:44:33Z
subevt_000307,cust_0011,sub_00131,start,enterprise,2026-01-03T07:09:38Z
subevt_001607,cust_0399,sub_00697,cancel,pro,2026-01-31T16:12:36Z
subevt_001834,cust_0332,sub_00800,renew,basic,2026-01-28T03:10:19Z
subevt_002126,cust_0199,sub_00925,start,enterprise,2026-01-06T00:35:17Z
subevt_001772,cust_0253,sub_00772,start,enterprise,2026-01-06T00:46:45Z
subevt_000334,cust_0369,sub_00141,renew,pro,2026-01-23T01:57:19Z
subevt_002330,cust_0044,sub_01014,start,pro,2026-01-29T14:48:18Z
subevt_001294,cust_0254,sub_00557,start,enterprise,2026-01-12T20:29:34Z
subevt_001648,cust_0339,sub_00713,renew,basic,2026-01-04T23:15:42Z
subevt_000901,cust_0144,sub_00389,renew,enterprise,2026-01-19T11:44:04Z
subevt_001866,cust_0192,sub_00811,renew,enterprise,2026-01-31T15:08:14Z
subevt_001937,cust_0391,sub_00843,start,enterprise,2026-01-26T03:18:35Z
subevt_002270,cust_0214,sub_00990,start,pro,2026-01-18T12:27:09Z
subevt_000552,cust_0335,sub_00233,start,basic,2026-01-18T16:18:07Z
subevt_001019,cust_0389,sub_00441,start,basic,2026-01-03T19:08:12Z
subevt_000132,cust_0333,sub_00051,renew,pro,2026-01-31T03:29:05Z
subevt_000982,cust_0135,sub_00425,start,pro,2026-01-03T01:20:41Z
subevt_002166,cust_0102,sub_00942,renew,enterprise,2026-01-31T12:54:13Z
subevt_001666,cust_0270,sub_00722,start,basic,2026-01-13T05:05:31Z
subevt_000436,cust_0161,sub_00184,start,pro,2026-01-04T16:42:40Z
subevt_001169,cust_0362,sub_00506,start,pro,2026-01-01T15:53:32Z
subevt_002112,cust_0393,sub_00920,renew,basic,2026-01-25T09:52:12Z
subevt_002274,cust_0035,sub_00992,start,pro,2026-01-28T14:14:11Z
subevt_000200,cust_0012,sub_00083,renew,pro,2026-01-29T09:10:19Z
subevt_000959,cust_0393,sub_00413,start,basic,2026-01-27T10:23:53Z
subevt_000341,cust_0102,sub_00144,renew,basic,2026-01-24T05:18:15Z
subevt_002267,cust_0224,sub_00989,start,pro,2026-01-23T02:20:39Z
subevt_001732,cust_0278,sub_00753,renew,basic,2026-01-31T21:29:34Z
subevt_001997,cust_0143,sub_00867,cancel,basic,2026-01-20T16:16:00Z
subevt_001908,cust_0310,sub_00830,renew,basic,2026-01-24T01:52:30Z
subevt_001659,cust_0147,sub_00719,renew,pro,2026-01-14T05:05:57Z
subevt_000473,cust_0116,sub_00198,cancel,pro,2026-01-31T13:47:28Z
subevt_000079,cust_0256,sub_00030,renew,basic,2026-01-16T18:53:59Z
subevt_000100,cust_0393,sub_00037,renew,enterprise,2026-01-29T22:07:44Z
subevt_000934,cust_0086,sub_00402,start,pro,2026-01-05T08:01:23Z
subevt_000515,cust_0002,sub_00216,start,pro,2026-01-06T12:32:30Z
subevt_001226,cust_0285,sub_00526,cancel,enterprise,2026-01-31T13:44:44Z
subevt_002118,cust_0006,sub_00922,renew,pro,2026-01-04T09:09:17Z
subevt_001568,cust_0273,sub_00682,renew,enterprise,2026-01-04T16:36:21Z
subevt_001447,cust_0102,sub_00627,renew,basic,2026-01-15T22:24:41Z
subevt_000417,cust_0047,sub_00176,renew,pro,2026-01-31T22:43:26Z
subevt_001933,cust_0354,sub_00841,start,basic,2026-01-19T03:49:27Z
subevt_000990,cust_0055,sub_00428,renew,basic,2026-01-12T23:04:56Z
subevt_001758,cust_0389,sub_00765,start,basic,2026-01-26T22:11:57Z
subevt_001829,cust_0226,sub_00798,renew,pro,2026-01-27T20:31:44Z
subevt_001236,cust_0206,sub_00531,start,pro,2026-01-16T15:00:56Z
subevt_001823,cust_0147,sub_00794,renew,pro,2026-01-17T11:20:11Z
subevt_000590,cust_0306,sub_00250,start,basic,2026-01-06T22:59:05Z
subevt_000642,cust_0368,sub_00274,renew,basic,2026-01-27T19:08:13Z
subevt_000611,cust_0109,sub_00259,start,pro,2026-01-17T06:17:52Z
subevt_000371,cust_0047,sub_00157,start,basic,2026-01-16T02:05:41Z
subevt_001766,cust_0083,sub_00769,start,enterprise,2026-01-09T12:16:35Z
subevt_000254,cust_0130,sub_00109,renew,basic,2026-01-23T16:19:22Z
subevt_001655,cust_0049,sub_00717,start,enterprise,2026-01-14T16:53:06Z
subevt_001039,cust_0010,sub_00449,start,basic,2026-01-15T21:55:00Z
subevt_001481,cust_0344,sub_00641,cancel,pro,2026-01-31T22:27:28Z
subevt_002296,cust_0133,sub_01001,renew,basic,2026-01-17T20:50:27Z
subevt_000593,cust_0234,sub_00251,cancel,enterprise,2026-01-23T02:16:04Z
subevt_001725,cust_0001,sub_00750,renew,basic,2026-01-20T05:35:55Z
subevt_000549,cust_0061,sub_00232,start,pro,2026-01-02T19:46:18Z
subevt_000837,cust_0026,sub_00363,renew,pro,2026-01-23T01:59:14Z
subevt_000208,cust_0021,sub_00087,start,enterprise,2026-01-16T21:56:02Z
subevt_001515,cust_0222,sub_00658,renew,pro,2026-01-30T10:38:46Z
subevt_000222,cust_0030,sub_00094,start,basic,2026-01-12T11:11:17Z
subevt_002265,cust_0044,sub_00988,start,pro,2026-01-25T03:23:29Z
subevt_000498,cust_0350,sub_00209,start,basic,2026-01-16T13:34:45Z
subevt_000785,cust_0170,sub_00337,start,basic,2026-01-29T18:03:24Z
subevt_001761,cust_0168,sub_00766,renew,enterprise,2026-01-23T06:48:43Z
subevt_000216,cust_0037,sub_00091,renew,pro,2026-01-16T09:59:42Z
subevt_002251,cust_0103,sub_00981,start,pro,2026-01-18T18:57:52Z
subevt_001794,cust_0273,sub_00781,start,pro,2026-01-16T10:30:59Z
subevt_001135,cust_0217,sub_00492,start,enterprise,2026-01-22T12:53:12Z
subevt_000536,cust_0092,sub_00226,start,basic,2026-01-20T01:45:48Z
subevt_001060,cust_0019,sub_00456,start,pro,2026-01-27T20:58:42Z
subevt_000165,cust_0027,sub_00066,renew,basic,2026-01-13T01:38:29Z
subevt_002388,cust_0022,sub_01041,cancel,basic,2026-01-04T00:04:04Z
subevt_002191,cust_0160,sub_00953,cancel,pro,2026-01-31T21:28:49Z
subevt_000522,cust_0240,sub_00218,renew,basic,2026-01-12T17:15:25Z
subevt_000224,cust_0150,sub_00095,start,pro,2026-01-13T21:36:59Z
subevt_002194,cust_0148,sub_00954,renew,enterprise,2026-01-27T04:33:22Z
subevt_000419,cust_0253,sub_00177,start,enterprise,2026-01-01T19:17:52Z
subevt_001614,cust_0232,sub_00701,renew,basic,2026-01-04T14:22:45Z
subevt_002073,cust_0062,sub_00902,renew,pro,2026-01-31T01:53:03Z
subevt_001134,cust_0053,sub_00491,start,basic,2026-01-25T19:46:35Z
subevt_000632,cust_0262,sub_00269,renew,enterprise,2026-01-14T11:30:31Z
subevt_001100,cust_0346,sub_00473,cancel,pro,2026-01-12T09:21:37Z
subevt_001397,cust_0084,sub_00606,start,enterprise,2026-01-16T10:05:41Z
subevt_000133,cust_0333,sub_00051,renew,pro,2026-01-31T07:36:16Z
subevt_000860,cust_0132,sub_00373,renew,pro,2026-01-31T00:34:51Z
subevt_001876,cust_0029,sub_00815,renew,enterprise,2026-01-12T18:12:08Z
subevt_000858,cust_0019,sub_00372,start,enterprise,2026-01-23T16:01:47Z
subevt_001918,cust_0022,sub_00834,renew,basic,2026-01-31T17:46:46Z
subevt_002155,cust_0298,sub_00938,start,basic,2026-01-25T22:57:00Z
subevt_002037,cust_0317,sub_00887,renew,enterprise,2026-01-17T13:13:58Z
subevt_000604,cust_0094,sub_00256,renew,basic,2026-01-16T01:04:33Z
subevt_000772,cust_0294,sub_00330,start,basic,2026-01-03T07:45:39Z
subevt_002156,cust_0298,sub_00938,renew,basic,2026-01-27T11:18:17Z
subevt_000354,cust_0318,sub_00150,start,pro,2026-01-11T06:38:59Z
subevt_000289,cust_0217,sub_00122,renew,enterprise,2026-01-21T16:55:07Z
subevt_001807,cust_0246,sub_00789,renew,pro,2026-01-18T12:38:07Z
subevt_001162,cust_0270,sub_00503,renew,pro,2026-01-16T16:53:26Z
subevt_001182,cust_0251,sub_00510,start,basic,2026-01-07T23:06:31Z
subevt_000129,cust_0279,sub_00050,renew,pro,2026-01-27T00:06:48Z
subevt_001171,cust_0362,sub_00506,renew,pro,2026-01-07T18:33:45Z
subevt_001992,cust_0144,sub_00866,start,pro,2026-01-30T05:41:22Z
subevt_001455,cust_0274,sub_00630,renew,pro,2026-01-11T08:56:47Z
subevt_000051,cust_0164,sub_00019,start,basic,2026-01-09T00:08:57Z
subevt_001731,cust_0278,sub_00753,renew,basic,2026-01-31T06:03:17Z
subevt_001401,cust_0196,sub_00608,renew,basic,2026-01-12T08:18:55Z
subevt_001642,cust_0329,sub_00711,cancel,enterprise,2026-01-25T21:06:17Z
subevt_001073,cust_0197,sub_00461,renew,basic,2026-01-30T10:07:11Z
subevt_001529,cust_0148,sub_00664,start,basic,2026-01-19T00:45:35Z
subevt_001789,cust_0293,sub_00779,start,enterprise,2026-01-02T14:18:50Z
subevt_001850,cust_0398,sub_00804,cancel,pro,2026-01-23T03:18:05Z
subevt_000401,cust_0180,sub_00169,start,basic,2026-01-27T09:57:10Z
subevt_002247,cust_0012,sub_00979,renew,basic,2026-01-21T11:36:16Z
subevt_000002,cust_0047,sub_00001,renew,enterprise,2026-01-31T16:34:07Z
subevt_001013,cust_0259,sub_00438,start,basic,2026-01-26T11:05:02Z
subevt_001977,cust_0094,sub_00858,renew,enterprise,2026-01-18T15:44:06Z
subevt_001708,cust_0303,sub_00741,renew,basic,2026-01-27T17:44:51Z
subevt_001670,cust_0267,sub_00723,renew,basic,2026-01-12T14:39:06Z
subevt_002167,cust_0341,sub_00943,start,basic,2026-01-29T06:27:27Z
subevt_001349,cust_0164,sub_00583,start,enterprise,2026-01-18T01:19:04Z
subevt_001717,cust_0129,sub_00746,renew,pro,2026-01-19T04:42:53Z
subevt_000654,cust_0287,sub_00278,renew,pro,2026-01-09T11:07:10Z
subevt_001440,cust_0087,sub_00624,cancel,basic,2026-01-11T04:28:19Z
subevt_000623,cust_0279,sub_00265,start,basic,2026-01-15T08:13:46Z
subevt_001847,cust_0398,sub_00804,start,pro,2026-01-13T18:48:55Z
subevt_000015,cust_0150,sub_00006,start,enterprise,2026-01-13T15:53:32Z
subevt_001475,cust_0132,sub_00639,start,basic,2026-01-15T09:56:50Z
subevt_000504,cust_0065,sub_00211,start,pro,2026-01-21T19:17:17Z
subevt_000265,cust_0357,sub_00114,start,basic,2026-01-12T13:25:03Z
